full name,full name_label,alias,alias_label,account name,account name_label,social security number,social security number_label,national id number,national id number_label,passport number,passport number_label,drivers license number,drivers license number_label,government id number,government id number_label,certificate number,certificate number_label,medical record number,medical record number_label,bank account number,bank account number_label,credit card number,credit card number_label,debit card number,debit card number_label,email address,email address_label,phone number,phone number_label,fax number,fax number_label,physical address,physical address_label,geolocation data,geolocation data_label,ip address,ip address_label,device serial number,device serial number_label,mac address,mac address_label,Unnamed: 21,Unnamed: 21_label,Unnamed: 22,Unnamed: 22_label,Unnamed: 23,Unnamed: 23_label,Unnamed: 24,Unnamed: 24_label,Unnamed: 25,Unnamed: 25_label,Unnamed: 26,Unnamed: 26_label,Unnamed: 27,Unnamed: 27_label
Alice de la Cruz,True,​alicedelacruz​,False,Alice de la Cruz Account,True,Not Provided,False,NID-JF8BBO2O,True,PP9O4H,False,L5-CNOKK,True,,False,CERT-2020-829289,True,MRN-9100891,True,9027671685,True,,False,**** **** **** 8229,False,"""alice.de.la.cruz@3""@service.net",True,-2521,False,,False,"9589 Pine Lane, San Francisco, TX 87599, USA",True,"6.238444,-103.692086",True,141.202.64.73,True,U3QB1H06YL23,False,d9:90:79:8e:c6:41,True,,False,,False,,False,,False,,False,,False,,False
noémie Johnson,True,noémiejohnson,False,noémie Johnson Account,True,000000000,True,5.65185E+11,False,JSNJBP,True,3N89BI,False,,False,CERT-2004-827522,True,MRN-9229230,True,91742075256,True,XXXX-XXXX-XXXX-0000,True,**** **** **** 4439,False,noémie.johnson..y@company.org,True,-3036,False,,False,"155 Allée des Rosiers, Résidence Le Parc 22886 Toulouse, France",True,Latitude: -58.968307; Longitude: 24.868653,True,147.186.204.108,True,N4LSO8DU6CM2,False,bc0df7779c7c,False,,False,,False,,False,,False,,False,,False,,False
CHLOÉ DUPONT,False,chloé91,False,CHLOÉ DUPONT Account,False,173 64 3428,True,NID-RNWRBD1K,False,5R87FB,False,B5ZDSW0WDHYP,False,,False,CERT-2023-494779,True,MRN-9684708,True,090191346,True,,False,masked: **** **** **** 5678,False,chloé.dupont@company.org,True,+33 8 66 54 56,True,,False,"8 Avenue des Champs-Élysées, Bâtiment 3 35909 Paris, France",True,"-44.736261,115.215881",True,175.178.35.158,True,SN-9275481,True,ba:47:f9:e3:f8:18,True,,False,,False,,False,,False,,False,,False,,False
Élodie Williams,True,élodiewilliams_dev,False,acct_Élodie_Williams,False,413564547,True,NID-K6NCYY70,False,P6GI23W,False,NB77LRHRGO,False,redacted,False,CERT-2018-029987,True,MRN-4643738,True,5915 43397,True,XXXX-XXXX-XXXX-0000,True,masked: **** **** **** 5678,False,ÉLODIE.WILLIAMS@sample.co.uk,True,-9455,False,,False,"192 Allée des Rosiers, 27006 Nice, France",True,"64.114866,-103.199305",True,127.0.0.1,True,7SRKMO1UUC6H,False,80-3c-6b-10-35-c9,True,,False,,False,,False,,False,,False,,False,,False
Michael Moreau,True,michae49,False,acct_Michael_Moreau,False,799937961,True,FR05970881236,False,B75I7DA9,False,MSS4L-JM,False,,False,CERT-2006-403776,True,MRN-8610322,True,5618 2228107,True,,False,4889777976750569,True,michael_moreau.61@mydomain.fr,True,+33 4 83 54 42,True,+33 3 91 49 83,True,"6971 Elm St, Austin, WA 11183, USA",True,-61.023786;-154.660538,True,127.0.0.1,True,SN-4429294,True,0a:c9:ce:78:21:fc,True,,False,,False,,False,,False,,False,,False,,False
Jane Smith,True,janesmith,False,corp:Jane Smith,True,426-91-7356,True,FR48995454879,False,992RX7Y2I,False,47EGSEGF,False,GOV-461162,True,CERT-2016-893282,True,MRN-6350878,True,83682940368,True,3734691627308317,True,**** **** **** 6516,False,jane.smith..y@sample.co.uk,True,-5813,False,(619) 463-6465 x822,True,"253 Pine Lane, San Francisco, IL 73069, USA",True,36.06305;-3.554195,True,8.237.172.17,True,,False,d4f1.f5b8.efcf,False,,False,,False,,False,,False,,False,,False,,False
Tom O'Connor,True,tomoc69,True,acct_Tom_O'Connor,False,000000000,True,FR79792519862,False,TU3P4QSK2,False,ENGCGAHDA4,False,GOV-929336,True,CERT-2013-229534,True,MRN-1135677,True,7.28062E+11,False,,False,**** **** **** 1816,True,tom.oconnor..x@example.com,True,+33 9 56 52 96,True,,False,"7174 Elm St, Austin, CA 14322, USA",True,POINT(-47.692632 17.468009),True,147.35.42.119,True,N7LMK92GWWWQ,True,f8:af:9a:e1:19:26,True,,False,,False,,False,,False,,False,,False,,False
vIShal moreAU,False,​vishalmoreau​,False,corp:vIShal moreAU,False,,False,6.10352E+11,False,H1JJ0A,False,V9XG71,False,redacted,False,CERT-2024-407270,True,MRN-4951349,True,96774565899,True,,False,4462205615998037,True,vishal_moreau.21@testmail.com,True,+33 2 95 78 97,True,,False,"516 Maple Drive, Austin, IL 35184, USA",True,Latitude: -11.768475; Longitude: 179.631754,True,:41a9:b722:cb84:6e3b:e3d3:ec12:78b9,True,,False,40:94:e2:56:70:54,True,,False,,False,,False,,False,,False,,False,,False
rEnéE DE La cruz,False,renéedelacruz259,False,rEnéE DE La cruz Account,False,128-95-4661,True,1.68311E+11,False,H9PJ7T9MW,False,HDF34EHR12,False,redacted,False,CERT-2010-974579,True,MRN-7218773,True,3091 778860,True,4617861064954418,True,**** **** **** 3436,False,renée.de.la.cruz..x@service.net,True,+33 5 25 84 48,False,+33 7 37 72 80,True,"73 Boulevard Saint-Germain, Appartement 26 47159 Nice, France",True,Latitude: 62.728584; Longitude: -13.049733,True,b9b1:332a::e073:d8ec:4b1f:3390:576d,True,SN-7494482,True,0861198d4021,False,,False,,False,,False,,False,,False,,False,,False
Emily Johnson,True,emilyjohnson,True,acct_Emily_Johnson,False,895 17 5868,True,003752994558,True,NU04XZEWF,False,AECJI9,False,redacted,False,CERT-2025-644645,True,MRN-7483776,True,8916197237,True,**** **** **** 2031,True,masked: **** **** **** 5678,False,EMILY.JOHNSON@sample.co.uk,True,+33 7 20 29 97,True,,False,"3863 Oak Avenue, San Francisco, NY 77631, USA",True,"{""lat"": -10.038192, ""lon"": 101.654477}",True,116.168.150.11,True,SN-8007343,True,e1:58:e2:46:07:c6,True,,False,,False,,False,,False,,False,,False,,False
Ethan Smith,True,ethansmith,False,Ethan Smith Account,True,534 57 2147,True,NID-BDRZQV14,False,WSZTANBP3,False,20YN2V8T,False,,False,CERT-2021-674222,True,MRN-8947908,True,200844168,True,**** **** **** 7501,False,**** **** **** 8275,True,ETHAN.SMITH@mydomain.fr,True,+33 9 27 96 82,True,,False,"675 Pine Lane, Seattle, IL 15763, USA",True,"-64.14756,-79.569318",True,e288:5fe7::c324:daee:d12d:249a:b0a4,True,0TKMKH9D9HHZ,False,0E:DE:9E:CF:05:7B,False,,False,,False,,False,,False,,False,,False,,False
Patricia Williams,True,patricia22,False,acct_Patricia_Williams,False,,False,NID-RBHUG5HS,False,WZJ6KWE,False,RB9PV1NCHS,False,,False,CERT-2003-423411,True,MRN-6746847,True,5633 64549509,True,4818645162510414,True,**** **** **** 1272,False,"""patricia.williams@4""@company.org",True,(717) 518-7604 x871,True,,False,"7727 Elm St, Austin, IL 51847, USA",True,Latitude: 44.541648; Longitude: 84.995738,True,f317:5aec:7178:d4cd:a1eb:e7dd:8d71:,True,SN-2719457,True,de-13-1d-ac-e7-78,True,,False,,False,,False,,False,,False,,False,,False
Jules Johnson,True,julesjohnson_x,False,Jules Johnson Account,True,323-46-4245,True,NID-8PFF2RGB,False,MMI0B60L,False,05874A-B,False,GOV-227171,True,CERT-2017-085678,True,MRN-6005249,True,8223370390,True,XXXX-XXXX-XXXX-0000,True,6419337552155021,True,jules.johnson@sub.company.org,True,-8970,False,,False,"161 Rue du Faubourg, Appartement 30 49370 Lyon, France",True,"-31.525764,0.012719",True,200.234.217.27,True,R4SYFL2VAVBM,True,61:c6:3a:57:61:15,True,,False,,False,,False,,False,,False,,False,,False
François Williams,True,françoiswilliams,False,acct_François_Williams,False,618264261,True,FR34229642892,False,FXA3LO7V,False,K82U6I-PBS,False,,False,CERT-2024-675494,True,MRN-1031421,True,5616648734,True,,False,6041626922255394,True,"""françois.williams@6""@testmail.com",True,-10189,False,,False,"109 Rue de l'Église, Appartement 49 21432 Toulouse, France",True,"-67.384663,-136.341757",True,8a7d:c87a:d2b6::4e53:f0da:bd5:4ab7,True,SN-7179505,True,71:5F:74:36:59:7D,False,,False,,False,,False,,False,,False,,False,,False
Noémie Schmidt,True,noémie55,True,Noémie Schmidt Account,True,628150688,True,FR21795832207,False,KYW9BG,False,T90N727VM8CZ,False,,False,CERT-2025-873502,True,MRN-9668429,True,324823688,True,<script>alert('xss')</script>,False,**** **** **** 0429,False,noémie.schmidt@mydomain.fr,True,+33 8 94 41 19,False,,False,"14 Place de la République, Résidence Les Tilleuls 55563 Lyon, France",True,"{""lat"": -37.210522, ""lon"": 139.84193}",True,:8e5a:fbc1:1984:28e2:b0e2:6ec2:47e4,False,K3F2KTQJIPIP,False,56:e5:21:c5:12:1a,True,,False,,False,,False,,False,,False,,False,,False
luc johnson,True,lucjohnson,False,corp:luc johnson,True,768-33-4304,True,NID-YDJZBNAR,False,FMNQ4A8,False,4R9PT-H694,True,redacted,False,CERT-2008-818434,True,MRN-9267132,True,76840938012,True,**** **** **** 1410,True,**** **** **** 0393,True,luc.johnson..y@example.com,True,-7647,False,-8312,False,"218 Avenue des Champs-Élysées, 09541 Nice, France, near the big, old, oak tree, behind the museum",True,"-54.514215,-167.058961",True,127.0.0.1,True,,False,2edc4e4875ad,False,,False,,False,,False,,False,,False,,False,,False
ETHAN LECLERC,True,ethanleclerc,False,corp:ETHAN LECLERC,True,FR98498601775,True,NID-B3Z0M1H3,False,J4GTW8N,False,83OJUE,False,,False,CERT-2009-437741,True,MRN-0764903,True,5559 22146,True,3787811625983913,True,6464439920611049,True,ethan.leclerc+279@sample.co.uk,True,+33 3 72 54 92,True,+33 8 96 17 71,True,"6825 Oak Avenue, San Francisco, TX 15387, USA",True,POINT(111.708209 50.981953),True,defe:f69:97b9:b19e::f894:bac8:a37,True,SN-4656712,True,91-3a-0a-43-8b-d8,True,,False,,False,,False,,False,,False,,False,,False
johN schmIDt,False,johnschmidt_dev,False,acct_johN_schmIDt,False,496049011,True,FR15977814658,False,7H5VIMA,False,0V861N-PFL,False,,False,CERT-2017-467812,True,MRN-2068814,True,1751 6768,True,XXXX-XXXX-XXXX-0000,True,**** **** **** 8373,True,john.schmidt..x@example.com,True,-4978,False,-8933,False,"4891 2nd Ave, Chicago, CA 65514, USA",True,Latitude: -88.025076; Longitude: -85.941991,True,219.173.128.128,True,EYCQ7BX3PU86,False,b087.3f40.9fcf,True,,False,,False,,False,,False,,False,,False,,False
Marie O'Connor,True,marieoconnor123,False,corp:Marie O'Connor,True,478 46 8216,True,8.59077E+11,True,SV8L2B,False,C09C7ZNZ,False,,False,CERT-2022-677700,True,MRN-1307169,True,33879332356,True,,False,6782787358658230,True,marie.oconnor@testmail.com,True,-8908,False,,False,"68 Place de la République, Bâtiment 1 52948 Toulouse, France",True,Latitude: -17.901014; Longitude: -18.453935,True,77.97.178.216,True,1VO0JF6OVJQE,False,35:c5:2e:5f:ca:d4,True,,False,,False,,False,,False,,False,,False,,False
Robert Smith-Jones,True,​robertsmith-jones​,False,Robert Smith-Jones Account,True,257-13-3886,True,4.57783E+11,False,UQJZWB,False,E16T18,False,,False,CERT-2014-787598,True,MRN-1681437,True,80776303271,True,,False,4559304186107673,True,robert.smithjones@sub.mydomain.fr,True,+33 2 37 76 91,True,494.493.5930,True,"4108 Elm St, Chicago, IL 63443, USA",True,48.377419;63.371648,True,f01d:a215:91b7:5cb::ede0:54db:1672,True,DJBUWSIHTGA0,False,83:73:62:45:1d:71,False,,False,,False,,False,,False,,False,,False,,False
robert o'connoR,True,robertoconnor_01,False,corp:robert o'connoR,True,,False,NID-Q44G15K0,False,PIT8K5I,False,CV7Z8M,False,,False,CERT-2012-741759,True,MRN-5550155,True,6419 41974,True,,False,4851197664967116,True,robert.oconnor+392@testmail.com,True,+33 1 86 18 43,True,(379) 556-8098 x729,True,"49 Maple Drive, San Francisco, WA 12293, USA",True,POINT(54.610266 -81.741337),True,faaf:c6e4:b959:4e47::cf12:fe90:36ab,True,SN-7573397,True,eb:70:04:f7:29:fc,True,,False,,False,,False,,False,,False,,False,,False
François Nguyen,True,françoisnguyen_01,False,François_81,False,523-83-0021,True,8.66893E+11,False,QMDKN5IF4,False,L2PMYQ,False,,False,CERT-2004-244502,True,MRN-3928288,True,5581 32433657,True,,False,masked: **** **** **** 5678,False,FRANÇOIS.NGUYEN@example.com,True,895.578.5257,True,,False,"211 Rue du Faubourg, 62451 Marseille, France
PO Box 4261",True,16.21859;171.04303,False,ebbe:7e42:63af:b58b::a467:e9bf:c062,True,4N580O9YEBCV,False,DF:96:75:85:9E:24,False,,False,,False,,False,,False,,False,,False,,False
Patricia Moreau,True,patriciamoreau,False,acct_Patricia_Moreau,True,Not Provided,False,NID-E6EJJKID,True,5XDKK2E5,False,0ANM22PL60,False,redacted,False,CERT-2016-662750,True,MRN-9712840,True,14538747155,True,XXXX-XXXX-XXXX-0000,True,**** **** **** 1509,False,patricia.moreau..y@company.org,True,+33 1 29 70 68,True,+33 2 14 84 83,True,"8584 Sunset Blvd, Chicago, NY 27214, USA",True,66.785088;-136.620736,True,243.90.41.35,True,SN-9643134,True,63-f9-00-70-a8-35,True,,False,,False,,False,,False,,False,,False,,False
Mathieu-Nguyen,True,mathieu-nguyen517,True,corp:Mathieu-Nguyen,True,124715378,True,FR24506442341,False,VCIJALQZD,False,0L1NJ2Q-IWYH,False,,False,CERT-2007-614308,True,MRN-1132008,True,90815485,True,XXXX-XXXX-XXXX-0000,True,masked: **** **** **** 5678,False,mathieunguyen..y@service.net,True,+33 9 83 51 88,True,,False,"72 Avenue des Champs-Élysées, 20866 Paris, France",True,Latitude: 51.420416; Longitude: 109.837738,True,38.98.167.85,True,SN-4392675,True,45:6b:b7:98:a3:21,True,,False,,False,,False,,False,,False,,False,,False
Chris Smith-Jones,True,​chrissmi89​,False,Chris_49,False,NID-EW833BCY,False,4.12683E+11,False,Q9RNW7C,False,JOF5WAQCGJ7D,False,,False,CERT-2015-613686,True,MRN-2051778,True,3992 0160140,True,,False,masked: **** **** **** 5678,False,chris.smithjones@sub.testmail.com,True,-3489,False,,False,"2473 Maple Drive, Chicago, IL 13394, USA",True,Latitude: -28.952647; Longitude: 121.481851,True,127.0.0.1,True,4N7RSVFRPG86,False,2cc5f5325a9d,False,,False,,False,,False,,False,,False,,False,,False
DR. JANE JOHNSON BROWN DUPONT GARCÍA NGUYEN NGUYEN,True,janej78,False,jAnE_81,False,631 92 9884,True,NID-2DF6GLOR,False,0YV9ELM8,False,F3L3Z3Z47RHJ,False,,False,CERT-2003-995988,True,MRN-1193348,True,67746803,True,,False,masked: **** **** **** 5678,False,DR.JANE.JOHNSON.BROWN.DUPONT.GARCÍA.NGUYEN.NGUYEN@service.net,True,669.630.5832,True,,False,"3340 Elm St, New York, TX 26103, USA",True,44.56367;-158.825422,True,209e:2855:f55b::ad86:d9e:51d3:358c,True,,False,36-3a-11-73-37-07,False,,False,,False,,False,,False,,False,,False,,False
Alice Williams,True,alicewilliams,False,acct_Alice_Williams,False,859178324,True,NID-2A73U535,False,TTYKAYACF,False,DW8XA-,False,GOV-191655,True,CERT-2010-910641,True,MRN-2760348,True,54668079,True,XXXX-XXXX-XXXX-0000,True,masked: **** **** **** 5678,False,alice.williams..x@testmail.com,True,+33 6 94 84 49,True,-8068,False,"8432 3rd St, Seattle, TX 93530, USA",True,POINT(156.145142 -75.930677),True,93b0:9d53::64cf:e9e2:cf5:f896:bcf0,True,SN-9976445,True,cc28852e532d,False,,False,,False,,False,,False,,False,,False,,False
Emily O'O'Connor,True,emilyooconnor123,False,Emily_75,False,525 70 0679,True,9.8335E+11,False,EEF0KK7T,False,VD740O2G,False,GOV-742517,True,CERT-2001-251258,True,MRN-8079841,True,91824906,True,3736330199657245,True,**** **** **** 0987,True,emily.ooconnor..x@sample.co.uk,True,+33 8 95 89 10,True,,False,"8116 Maple Drive, San Francisco, IL 83000, USA",True,"{""lat"": -2.178125, ""lon"": 98.25172}",True,107.162.187.148,True,SN-5882094,True,9574.a04e.4b7f,False,,False,,False,,False,,False,,False,,False,,False
Renée O'García,True,renéeogarcía838,False,Renée_4,False,074 07 0582,True,FR85045205618,False,Y7Q5PP5W,False,74EDTI,False,,False,CERT-2004-179315,True,MRN-4772033,True,4522 53614768,True,3788830154334700,True,masked: **** **** **** 5678,False,renée.ogarcía+630@mydomain.fr,True,+33 5 57 10 58,True,,False,"139 Boulevard Saint-Germain, Bâtiment 4 42344 Lyon, France",True,"{""lat"": 9.229176, ""lon"": 50.821968}",True,207.192.83.87,True,FT4Z6YJQ8L05,False,6b64.6407.066d,False,,False,,False,,False,,False,,False,,False,,False
John de la Cruz,True,johndelacruz123,False,John de la Cruz Account,True,728-61-7373,True,NID-ERZ3EV1V,False,WPRZPJ77L,False,OY6OOY,False,,False,CERT-2004-929582,True,MRN-8475401,True,449959677,True,5615031521972459,True,masked: **** **** **** 5678,False,john.de.la.cruz..x@testmail.com,True,+33 3 15 48 69,True,+33 3 45 39 86,True,"3917 2nd Ave, Austin, IL 71817, USA",True,"85.371117,-128.784315",True,206.132.69.165,True,SN-6849527,True,98:82:AD:99:17:51,True,,False,,False,,False,,False,,False,,False,,False
Anaïs Leclerc,True,anaïsleclerc,False,corp:Anaïs Leclerc,True,817329998,True,NID-YY2Y6RXP,False,GXW212,False,GCGG1JB1,False,GOV-490370,True,CERT-2019-561617,True,MRN-2884964,True,922014536,True,5125436444891248,True,masked: **** **** **** 5678,False,"""anaïs.leclerc@5""@example.com",True,-2999,False,+33 7 60 45 90,True,"41 Rue de l'Église, Bâtiment 2 84186 Marseille, France",True,"{""lat"": 38.160196, ""lon"": -48.879632}",True,:45e2:5258:ca33:b42c:c6b:d0fd:71fd,False,,False,32:10:77:c0:32:cf,True,,False,,False,,False,,False,,False,,False,,False
Vishal Leclerc,True,vishalleclerc341,False,Vishal_84,False,840856484,True,FR42030951247,False,LZ6QVA9N,False,P219-W1B-LS5,True,GOV-376839,True,CERT-2003-023129,True,MRN-2202158,True,393143439,True,,False,masked: **** **** **** 5678,False,"""vishal.leclerc@6""@example.com",True,+33 6 38 59 65,True,+33 8 67 59 29,True,"6082 Main St, San Francisco, NY 17781, USA",True,"88.520027,-160.766112",True,127.0.0.1,True,UNLW8GP0MOG4,False,707b2e1eeb3e,False,,False,,False,,False,,False,,False,,False,,False
Élodie Smith-Jones,True,​élodiesmith-jones16​,False,Élodie Smith-Jones Account,True,257-17-8459,True,FR40883695633,False,PBAXLNP7,False,QP7ZONQ8HR,True,GOV-987440,True,CERT-2012-791911,True,MRN-4507864,True,75739540927,True,XXXX-XXXX-XXXX-0000,True,**** **** **** 2403,False,élodie.smithjones+972@company.org,True,-5691,False,,False,"204 Rue du Faubourg, Appartement 38 83662 Nice, France",True,-70.083913;169.883148,True,58e2:8442:b31d:d06a:294:8a26:a77b:,False,,False,cffd.4a4f.f611,True,,False,,False,,False,,False,,False,,False,,False
renée smith,True,renéesmith,False,renée smith Account,True,Not Provided,False,NID-WNTK1JX5,False,MTYJ8J,True,SYY8NEIGFN,False,,False,CERT-2003-286518,True,MRN-7349105,True,06518133822,True,,False,6344772879522871,True,renée_smith-99@sample.co.uk,True,-4109,False,,False,"45 Rue de l'Église, 12351 Lyon, France",True,"{""lat"": -58.557163, ""lon"": -15.643716}",True,242.254.15.227,True,SN-9992168,True,a7:77:02:69:2e:c6,True,,False,,False,,False,,False,,False,,False,,False
Samantha Williams,True,samanthawilliams,False,Samantha Williams Account,True,834 27 0202,True,FR07401236664,True,F5E626QYW,False,#NAME?,False,redacted,False,CERT-2002-472681,True,MRN-9878636,True,52779758870,True,,False,**** **** **** 5537,True,samantha.williams@sample.co.uk,True,+33 8 94 46 90,True,,False,"9653 Maple Drive, Austin, TX 19552, USA, near the big, old, oak tree, behind the museum",True,POINT(-87.282798 8.349156),True,9b3f:92ec:9e1a::f467:4686:83da:79ee,True,7SRIOBI956WJ,False,f4:7d:dd:4e:94:44,True,,False,,False,,False,,False,,False,,False,,False
Tom Brown,True,tomb71,False,corp:Tom Brown,True,760612095,True,NID-4THP9QF4,False,RGF9RL734,True,8LS722UN,False,GOV-267658,True,CERT-2019-823143,True,MRN-7197814,True,322894129,True,,False,masked: **** **** **** 5678,False,"""tom.brown@8""@company.org",True,(504) 549-1137 x970,True,,False,"4795 Elm St, Seattle, IL 95847, USA",True,3.469407;174.255678,True,999.999.999.999,True,4Q7VTS1JXW1N,False,a4b64f906e0a,False,,False,,False,,False,,False,,False,,False,,False
Robert Martin,True,robert96,True,acct_Robert_Martin,False,506 09 3347,True,NID-HMM3SMKQ,False,ALGA727,False,ASQ8XX1ZMPM8,False,,False,CERT-2013-637562,True,MRN-0315842,True,72971306667,True,3712675998822976,True,masked: **** **** **** 5678,False,robert.martin@example.com,True,+33 8 93 55 95,True,,False,"123 Elm St, Seattle, NY 74625, USA",True,"{""lat"": -41.08441, ""lon"": 80.787154}",True,:a31f:e942:b299:5afb:1fe7:aa8a:5298,True,LMIYGJUFCPE0,True,d0:3e:1a:f3:ec:ea,True,,False,,False,,False,,False,,False,,False,,False
Alice O'Smith-Jones,True,aliceosmith-jones,False,Alice O'Smith-Jones Account,True,XXX-XX-XXXX,True,NID-X4DUG9FU,False,KPHP4LB3C,False,9ECB1TE9X-,False,,False,CERT-2024-724672,True,MRN-0237863,True,07509206,True,<script>alert('xss')</script>,False,**** **** **** 0323,False,alice.osmithjones..y@mydomain.fr,True,+33 3 63 48 20,True,,False,"5588 2nd Ave, New York, IL 80128, USA",True,"4.41539,174.253766",True,187.143.30.72,True,59TLA2ZCQ37M,False,c6-f5-89-b9-ba-64,True,,False,,False,,False,,False,,False,,False,,False
ETHAN SMITH,True,​ethansmith​,False,acct_ETHAN_SMITH,False,058-69-9643,True,7.78117E+11,False,5RKEWIJV3,False,EZDF6DKG,False,GOV-211066,True,CERT-2007-336423,True,MRN-3630196,True,8.86585E+11,True,XXXX-XXXX-XXXX-0000,True,**** **** **** 9127,False,ethan.smith@example.com,True,+33 5 74 71 28,True,,False,"8272 Sunset Blvd, Seattle, TX 50442, USA",True,Latitude: -46.365244; Longitude: -130.035548,True,60a1:d2c1:e457:b06e:d2eb:e3d0::3739,True,GQDHL26RGCTZ,False,ab:bb:d5:6a:2e:6d,True,,False,,False,,False,,False,,False,,False,,False
Renée Schmidt,True,renéeschmidt,False,corp:Renée Schmidt,True,161 33 5417,True,FR11492242998,True,A1JBSKW,False,4SRRYP,False,,False,CERT-2008-775107,True,MRN-2678895,True,8457 8742980,True,5813729329007211,True,**** **** **** 5602,False,"""renée.schmidt@7""@service.net",True,-6375,False,,False,"154 Allée des Rosiers, 56676 Toulouse, France",True,"{""lat"": -48.556583, ""lon"": -10.512732}",True,503e:7025:73d7:fa77:42c7::1469:c362,True,SN-6866217,True,78:ED:FF:AD:88:B0,True,,False,,False,,False,,False,,False,,False,,False
Tom O'Connor,True,tomoconnor,False,Tom O'Connor Account,True,739-70-2941,True,7.06357E+11,False,234IYEPF,False,5FD-HD4U,False,,False,CERT-2008-180504,True,MRN-0249870,True,03053338912,True,3704940324890059,True,masked: **** **** **** 5678,False,TOM.OCONNOR@testmail.com,True,+33 2 72 25 56,True,,False,"7606 Maple Drive, New York, IL 71536, USA",True,"-50.747856,-142.541242",True,10.107.147.157,True,SN-1369894,True,62:26:ab:3a:d8:c9,True,,False,,False,,False,,False,,False,,False,,False
Chris Smith,True,chrissmith123,False,acct_Chris_Smith,False,FR35815535458,False,NID-Y3363WMR,False,C36JQDT,True,S-NUCLK8,False,redacted,False,CERT-2008-097486,True,MRN-3673779,True,9223 0752658,True,,False,4032143555198223,True,"""chris.smith@4""@company.org",True,(931) 244-3728 x337,True,,False,"5291 2nd Ave, Chicago, WA 20851, USA",True,"{""lat"": -37.997694, ""lon"": 119.965953}",True,855d:3b78:cded:bb52:c3f2:7e40:9ccd:,False,,False,d571cc9bebd7,False,,False,,False,,False,,False,,False,,False,,False
VISHAL SMITH,False,vishalsmith,False,VISHAL_56,True,582 85 6211,True,7.99964E+11,False,LV5XWBQQF,False,RVLTJ3,False,,False,CERT-2017-123868,True,MRN-5453499,True,550975324,True,,False,6732888625842023,True,VISHAL.SMITH@SUB.SAMPLE.CO.UK,True,+33 1 49 50 86,True,,False,"9707 Pine Lane, Austin, WA 22473, USA",True,Latitude: -20.421886; Longitude: 55.511274,True,999.999.999.999,True,,False,52fd.f4f1.92b5,False,,False,,False,,False,,False,,False,,False,,False
Chloé D'Souza,True,chloé87,False,Chloé_14,False,000000000,True,6.51882E+11,False,P4ULPEV,False,GLGC09TL,True,redacted,False,CERT-2010-525708,True,MRN-1977980,True,7201 7076017,True,4285630713468255,True,masked: **** **** **** 5678,False,chloé.dsouza+313@testmail.com,True,-8824,False,,False,"81 Rue de l'Église, Appartement 46 22224 Toulouse, France",True,POINT(-37.132685 -30.938829),True,9f2f:1de8::1120:252c:7fc2:f95f:982c,True,SN-8438852,True,85:7E:C7:94:AD:A4,True,,False,,False,,False,,False,,False,,False,,False
Patricia Williams,True,patriciawilliams362,False,corp:Patricia Williams,True,,False,1.84674E+11,False,YUWZAYXK4,True,O6NYPUX-8A,False,redacted,False,CERT-2024-742346,True,MRN-6100171,True,21909344261,True,**** **** **** 9437,True,4255706509409484,True,"""patricia.williams@7""@sample.co.uk",True,-3979,False,,False,"4609 Maple Drive, New York, CA 81232, USA",True,Latitude: 48.601446; Longitude: 131.051767,True,127.0.0.1,True,TNPOTKV863BH,False,ed:79:e7:01:e1:25,True,,False,,False,,False,,False,,False,,False,,False
Emily Smith-Jones,True,emilysmith-jones_x,False,corp:Emily Smith-Jones,True,127-46-6300,True,FR59067592566,False,EZY4038H,False,13Q212416GTM,False,redacted,False,CERT-2007-452126,True,MRN-3341892,True,2865158419,True,**** **** **** 2026,True,6505599697374206,True,EMILY.SMITHJONES@testmail.com,True,(578) 541-5066 x907,True,,False,"4083 Maple Drive, New York, TX 48853, USA",True,"{""lat"": 30.732121, ""lon"": 4.471161}",True,167.224.19.243,True,,False,e156459f599a,False,,False,,False,,False,,False,,False,,False,,False
VISHAL NGUYEN,True,vishalnguyen,False,corp:VISHAL NGUYEN,False,336579060,True,055207030054,True,GWFSE8,False,7FJRPFI2UX,False,redacted,False,CERT-2011-418399,True,MRN-7706661,True,6745 771919,True,**** **** **** 4544,True,4666242274176207,True,vishal.nguyen+389@company.org,True,+33 5 24 41 92,True,+33 8 84 52 16,True,"5306 Main St
Apt 318, San Francisco, CA 51703",True,52.775817;23.310769,True,127.0.0.1,True,SN-7281467,True,ae32.0b46.e586,True,,False,,False,,False,,False,,False,,False,,False
Ethan García,True,ethangarcía,False,acct_Ethan_García,False,801 56 0276,True,NID-75RFEE05,False,WKTMLYURN,False,02TBFNRL95,False,,False,CERT-2023-187110,True,MRN-2611238,True,49285063606,True,XXXX-XXXX-XXXX-0000,True,**** **** **** 7245,False,ethan_garcía.38@testmail.com,True,-8370,False,,False,"5043 2nd Ave, Austin, NY 71592, USA",True,"{""lat"": 81.69644, ""lon"": 81.488416}",True,999.999.999.999,True,,False,0f-c4-2b-68-79-6b,True,,False,,False,,False,,False,,False,,False,,False
